"ATT","EquipmentName","EquipmentType","fDir","fHeight","fLat","fLon","fPitch","fRoll","fSpeed","fTime","iActiveFlag","iDetectZoneNum","iTargetNum","nRCSNum","PlatID","RadarDetectPlat","RadarID","RCSArray","sRID","TargetID","ZonePoint"
,,,,,,,,,,"80.8",,"121",,,,,"18",,"1_3_1","17","[ { ""fLon"" : 117.52162, ""fLat"" : 23.96545 }, { ""fLon"" : 117.883316, ""fLat"" : 25.04192 }, { ""fLon"" : 117.903915, ""fLat"" : 25.03604 }, { ""fLon"" : 117.92439, ""fLat"" : 25.02983 }, { ""fLon"" : 117.94475, ""fLat"" : 25.0233 }, { ""fLon"" : 117.964966, ""fLat"" : 25.016449 }, { ""fLon"" : 117.985054, ""fLat"" : 25.009277 }, { ""fLon"" : 118.005, ""fLat"" : 25.00179 }, { ""fLon"" : 118.024796, ""fLat"" : 24.993984 }, { ""fLon"" : 118.04445, ""fLat"" : 24.98587 }, { ""fLon"" : 118.063934, ""fLat"" : 24.977444 }, { ""fLon"" : 118.08326, ""fLat"" : 24.96871 }, { ""fLon"" : 118.10241, ""fLat"" : 24.959673 }, { ""fLon"" : 118.12138, ""fLat"" : 24.95033 }, { ""fLon"" : 118.14018, ""fLat"" : 24.940691 }, { ""fLon"" : 118.158775, ""fLat"" : 24.930754 }, { ""fLon"" : 118.17719, ""fLat"" : 24.920527 }, { ""fLon"" : 118.1954, ""fLat"" : 24.910006 }, { ""fLon"" : 118.2134, ""fLat"" : 24.899193 }, { ""fLon"" : 118.2312, ""fLat"" : 24.888102 }, { ""fLon"" : 118.24877, ""fLat"" : 24.876728 }, { ""fLon"" : 118.266136, ""fLat"" : 24.865074 }, { ""fLon"" : 118.283264, ""fLat"" : 24.853151 }, { ""fLon"" : 118.30016, ""fLat"" : 24.840954 }, { ""fLon"" : 118.31681, ""fLat"" : 24.828487 }, { ""fLon"" : 118.33323, ""fLat"" : 24.815762 }, { ""fLon"" : 118.3494, ""fLat"" : 24.802776 }, { ""fLon"" : 118.36532, ""fLat"" : 24.789536 }, { ""fLon"" : 118.38099, ""fLat"" : 24.77604 }, { ""fLon"" : 118.396385, ""fLat"" : 24.762299 }, { ""fLon"" : 118.41152, ""fLat"" : 24.748312 }, { ""fLon"" : 118.4264, ""fLat"" : 24.73409 }, { ""fLon"" : 118.44097, ""fLat"" : 24.719633 }, { ""fLon"" : 118.45528, ""fLat"" : 24.70494 }, { ""fLon"" : 118.46931, ""fLat"" : 24.690025 }, { ""fLon"" : 118.48303, ""fLat"" : 24.674889 }, { ""fLon"" : 118.496475, ""fLat"" : 24.659533 }, { ""fLon"" : 118.50963, ""fLat"" : 24.643963 }, { ""fLon"" : 118.52247, ""fLat"" : 24.628185 }, { ""fLon"" : 118.534996, ""fLat"" : 24.612206 }, { ""fLon"" : 118.54723, ""fLat"" : 24.596031 }, { ""fLon"" : 118.55915, ""fLat"" : 24.579659 }, { ""fLon"" : 118.57075, ""fLat"" : 24.563095 }, { ""fLon"" : 118.58203, ""fLat"" : 24.54635 }, { ""fLon"" : 118.59299, ""fLat"" : 24.529428 }, { ""fLon"" : 118.60362, ""fLat"" : 24.512331 }, { ""fLon"" : 118.61392, ""fLat"" : 24.495066 }, { ""fLon"" : 118.623886, ""fLat"" : 24.47764 }, { ""fLon"" : 118.63353, ""fLat"" : 24.46005 }, { ""fLon"" : 118.642815, ""fLat"" : 24.442308 }, { ""fLon"" : 118.65178, ""fLat"" : 24.424421 }, { ""fLon"" : 118.660385, ""fLat"" : 24.40639 }, { ""fLon"" : 118.66865, ""fLat"" : 24.388226 }, { ""fLon"" : 118.67656, ""fLat"" : 24.369925 }, { ""fLon"" : 118.68411, ""fLat"" : 24.351503 }, { ""fLon"" : 118.69132, ""fLat"" : 24.332964 }, { ""fLon"" : 118.69818, ""fLat"" : 24.314304 }, { ""fLon"" : 118.70467, ""fLat"" : 24.295536 }, { ""fLon"" : 118.71081, ""fLat"" : 24.276665 }, { ""fLon"" : 118.71657, ""fLat"" : 24.257698 }, { ""fLon"" : 118.72198, ""fLat"" : 24.238638 }, { ""fLon"" : 118.72702, ""fLat"" : 24.219492 }, { ""fLon"" : 118.73169, ""fLat"" : 24.200268 }, { ""fLon"" : 118.73599, ""fLat"" : 24.180967 }, { ""fLon"" : 118.73993, ""fLat"" : 24.161602 }, { ""fLon"" : 118.74349, ""fLat"" : 24.14217 }, { ""fLon"" : 118.74669, ""fLat"" : 24.12268 }, { ""fLon"" : 118.749504, ""fLat"" : 24.103146 }, { ""fLon"" : 118.75195, ""fLat"" : 24.083559 }, { ""fLon"" : 118.75403, ""fLat"" : 24.063936 }, { ""fLon"" : 118.75571, ""fLat"" : 24.044283 }, { ""fLon"" : 118.757034, ""fLat"" : 24.024597 }, { ""fLon"" : 118.75797, ""fLat"" : 24.004896 }, { ""fLon"" : 118.75854, ""fLat"" : 23.985178 }, { ""fLon"" : 118.75873, ""fLat"" : 23.96545 }, { ""fLon"" : 118.75854, ""fLat"" : 23.945717 }, { ""fLon"" : 118.75797, ""fLat"" : 23.925993 }, { ""fLon"" : 118.757034, ""fLat"" : 23.906271 }, { ""fLon"" : 118.75571, ""fLat"" : 23.886568 }, { ""fLon"" : 118.75403, ""fLat"" : 23.866888 }, { ""fLon"" : 118.75195, ""fLat"" : 23.847233 }, { ""fLon"" : 118.749504, ""fLat"" : 23.827608 }, { ""fLon"" : 118.74669, ""fLat"" : 23.808025 }, { ""fLon"" : 118.74349, ""fLat"" : 23.788488 }, { ""fLon"" : 118.73993, ""fLat"" : 23.769001 }, { ""fLon"" : 118.73599, ""fLat"" : 23.74957 }, { ""fLon"" : 118.73169, ""fLat"" : 23.730202 }, { ""fLon"" : 118.72702, ""fLat"" : 23.710907 }, { ""fLon"" : 118.72198, ""fLat"" : 23.691679 }, { ""fLon"" : 118.71657, ""fLat"" : 23.672535 }, { ""fLon"" : 118.71081, ""fLat"" : 23.653479 }, { ""fLon"" : 118.70467, ""fLat"" : 23.634514 }, { ""fLon"" : 118.69818, ""fLat"" : 23.61565 }, { ""fLon"" : 118.69132, ""fLat"" : 23.596888 }, { ""fLon"" : 118.68411, ""fLat"" : 23.578236 }, { ""fLon"" : 118.67656, ""fLat"" : 23.559698 }, { ""fLon"" : 118.66865, ""fLat"" : 23.541283 }, { ""fLon"" : 118.660385, ""fLat"" : 23.522993 }, { ""fLon"" : 118.65178, ""fLat"" : 23.504837 }, { ""fLon"" : 118.642815, ""fLat"" : 23.486822 }, { ""fLon"" : 118.63353, ""fLat"" : 23.468946 }, { ""fLon"" : 118.623886, ""fLat"" : 23.451221 }, { ""fLon"" : 118.61392, ""fLat"" : 23.433647 }, { ""fLon"" : 118.60362, ""fLat"" : 23.41624 }, { ""fLon"" : 118.59299, ""fLat"" : 23.398993 }, { ""fLon"" : 118.58203, ""fLat"" : 23.381918 }, { ""fLon"" : 118.57075, ""fLat"" : 23.36502 }, { ""fLon"" : 118.55915, ""fLat"" : 23.348299 }, { ""fLon"" : 118.54723, ""fLat"" : 23.33177 }, { ""fLon"" : 118.534996, ""fLat"" : 23.315432 }, { ""fLon"" : 118.52247, ""fLat"" : 23.29929 }, { ""fLon"" : 118.50963, ""fLat"" : 23.283344 }, { ""fLon"" : 118.496475, ""fLat"" : 23.267609 }, { ""fLon"" : 118.48303, ""fLat"" : 23.252085 }, { ""fLon"" : 118.46931, ""fLat"" : 23.236776 }, { ""fLon"" : 118.45528, ""fLat"" : 23.221691 }, { ""fLon"" : 118.44097, ""fLat"" : 23.206827 }, { ""fLon"" : 118.4264, ""fLat"" : 23.192198 }, { ""fLon"" : 118.41152, ""fLat"" : 23.1778 }, { ""fLon"" : 118.396385, ""fLat"" : 23.163643 }, { ""fLon"" : 118.38099, ""fLat"" : 23.149729 } ]"
"Enum_ATT_2","test-B","plane","306.52698","1.6614745","24.091816","118.23971","-0.28478062","0.0008496617","27.52145",,"1",,,"1","15",,,"[ { ""fRCS"" : 5 } ]","1_3_1",,
"Enum_ATT_1","yanshi-red","plane","76.7654","1.6615412","23.96554","117.52205","-0.2845733","0.0009163332","27.834494",,"1",,,"1","17",,,"[ { ""fRCS"" : 5 } ]","1_3_1",,
,,,,,,,,,,"82.4",,,"1",,,"[ { ""PlatID"" : { ""$numberInt"" : ""17"" }, ""ATT"" : ""Enum_ATT_1"", ""fLon"" : 117.52205, ""fLat"" : 23.96554, ""fHeight"" : 1.6615412, ""fSpeed"" : 27.834494, ""DetectError"" : 74.7694 } ]","16",,"1_3_1",,
,,,,,,,,,,"82.4",,,"1",,,"[ { ""PlatID"" : { ""$numberInt"" : ""15"" }, ""ATT"" : ""Enum_ATT_2"", ""fLon"" : 118.23971, ""fLat"" : 24.091816, ""fHeight"" : 1.6614745, ""fSpeed"" : 27.52145, ""DetectError"" : 74.7694 } ]","18",,"1_3_1",,
,,,,,,,,,,"82.4",,"121",,,,,"18",,"1_3_1","17","[ { ""fLon"" : 117.52205, ""fLat"" : 23.96554 }, { ""fLon"" : 117.883736, ""fLat"" : 25.042011 }, { ""fLon"" : 117.904335, ""fLat"" : 25.036127 }, { ""fLon"" : 117.92481, ""fLat"" : 25.02992 }, { ""fLon"" : 117.94517, ""fLat"" : 25.02339 }, { ""fLon"" : 117.965385, ""fLat"" : 25.016539 }, { ""fLon"" : 117.98548, ""fLat"" : 25.009365 }, { ""fLon"" : 118.005424, ""fLat"" : 25.001877 }, { ""fLon"" : 118.025215, ""fLat"" : 24.994076 }, { ""fLon"" : 118.044876, ""fLat"" : 24.985958 }, { ""fLon"" : 118.064354, ""fLat"" : 24.977533 }, { ""fLon"" : 118.08369, ""fLat"" : 24.968801 }, { ""fLon"" : 118.10284, ""fLat"" : 24.959764 }, { ""fLon"" : 118.12181, ""fLat"" : 24.950422 }, { ""fLon"" : 118.14061, ""fLat"" : 24.940783 }, { ""fLon"" : 118.1592, ""fLat"" : 24.930845 }, { ""fLon"" : 118.17761, ""fLat"" : 24.920616 }, { ""fLon"" : 118.19582, ""fLat"" : 24.910095 }, { ""fLon"" : 118.21383, ""fLat"" : 24.899282 }, { ""fLon"" : 118.23163, ""fLat"" : 24.888193 }, { ""fLon"" : 118.24919, ""fLat"" : 24.876818 }, { ""fLon"" : 118.266556, ""fLat"" : 24.865166 }, { ""fLon"" : 118.28368, ""fLat"" : 24.85324 }, { ""fLon"" : 118.30058, ""fLat"" : 24.841045 }, { ""fLon"" : 118.31724, ""fLat"" : 24.828579 }, { ""fLon"" : 118.33366, ""fLat"" : 24.81585 }, { ""fLon"" : 118.34983, ""fLat"" : 24.802866 }, { ""fLon"" : 118.365746, ""fLat"" : 24.789621 }, { ""fLon"" : 118.38141, ""fLat"" : 24.77613 }, { ""fLon"" : 118.396805, ""fLat"" : 24.762392 }, { ""fLon"" : 118.41194, ""fLat"" : 24.748405 }, { ""fLon"" : 118.4268, ""fLat"" : 24.73418 }, { ""fLon"" : 118.4414, ""fLat"" : 24.71972 }, { ""fLon"" : 118.455696, ""fLat"" : 24.70503 }, { ""fLon"" : 118.46973, ""fLat"" : 24.690117 }, { ""fLon"" : 118.48345, ""fLat"" : 24.674976 }, { ""fLon"" : 118.496895, ""fLat"" : 24.65962 }, { ""fLon"" : 118.51004, ""fLat"" : 24.644053 }, { ""fLon"" : 118.522896, ""fLat"" : 24.628277 }, { ""fLon"" : 118.53542, ""fLat"" : 24.612297 }, { ""fLon"" : 118.54766, ""fLat"" : 24.59612 }, { ""fLon"" : 118.55957, ""fLat"" : 24.579746 }, { ""fLon"" : 118.57117, ""fLat"" : 24.563185 }, { ""fLon"" : 118.58245, ""fLat"" : 24.546442 }, { ""fLon"" : 118.59341, ""fLat"" : 24.52952 }, { ""fLon"" : 118.604034, ""fLat"" : 24.512423 }, { ""fLon"" : 118.61435, ""fLat"" : 24.495155 }, { ""fLon"" : 118.624306, ""fLat"" : 24.477726 }, { ""fLon"" : 118.63395, ""fLat"" : 24.460138 }, { ""fLon"" : 118.64324, ""fLat"" : 24.442398 }, { ""fLon"" : 118.6522, ""fLat"" : 24.424513 }, { ""fLon"" : 118.660805, ""fLat"" : 24.40648 }, { ""fLon"" : 118.669075, ""fLat"" : 24.388317 }, { ""fLon"" : 118.67698, ""fLat"" : 24.370018 }, { ""fLon"" : 118.68454, ""fLat"" : 24.351595 }, { ""fLon"" : 118.69175, ""fLat"" : 24.333054 }, { ""fLon"" : 118.69861, ""fLat"" : 24.314392 }, { ""fLon"" : 118.70509, ""fLat"" : 24.295626 }, { ""fLon"" : 118.71123, ""fLat"" : 24.276756 }, { ""fLon"" : 118.716995, ""fLat"" : 24.257792 }, { ""fLon"" : 118.722404, ""fLat"" : 24.23873 }, { ""fLon"" : 118.72744, ""fLat"" : 24.219584 }, { ""fLon"" : 118.73212, ""fLat"" : 24.200361 }, { ""fLon"" : 118.73642, ""fLat"" : 24.181059 }, { ""fLon"" : 118.74035, ""fLat"" : 24.161692 }, { ""fLon"" : 118.74392, ""fLat"" : 24.14226 }, { ""fLon"" : 118.747116, ""fLat"" : 24.122772 }, { ""fLon"" : 118.74993, ""fLat"" : 24.103233 }, { ""fLon"" : 118.75237, ""fLat"" : 24.08365 }, { ""fLon"" : 118.75445, ""fLat"" : 24.064028 }, { ""fLon"" : 118.756134, ""fLat"" : 24.044374 }, { ""fLon"" : 118.757454, ""fLat"" : 24.024689 }, { ""fLon"" : 118.7584, ""fLat"" : 24.004986 }, { ""fLon"" : 118.75896, ""fLat"" : 23.985266 }, { ""fLon"" : 118.75915, ""fLat"" : 23.965542 }, { ""fLon"" : 118.75896, ""fLat"" : 23.945808 }, { ""fLon"" : 118.7584, ""fLat"" : 23.92608 }, { ""fLon"" : 118.757454, ""fLat"" : 23.906363 }, { ""fLon"" : 118.756134, ""fLat"" : 23.88666 }, { ""fLon"" : 118.75445, ""fLat"" : 23.86698 }, { ""fLon"" : 118.75237, ""fLat"" : 23.847322 }, { ""fLon"" : 118.74993, ""fLat"" : 23.8277 }, { ""fLon"" : 118.747116, ""fLat"" : 23.808117 }, { ""fLon"" : 118.74392, ""fLat"" : 23.78858 }, { ""fLon"" : 118.74035, ""fLat"" : 23.76909 }, { ""fLon"" : 118.73642, ""fLat"" : 23.74966 }, { ""fLon"" : 118.73212, ""fLat"" : 23.73029 }, { ""fLon"" : 118.72744, ""fLat"" : 23.710995 }, { ""fLon"" : 118.722404, ""fLat"" : 23.691769 }, { ""fLon"" : 118.716995, ""fLat"" : 23.672628 }, { ""fLon"" : 118.71123, ""fLat"" : 23.65357 }, { ""fLon"" : 118.70509, ""fLat"" : 23.634605 }, { ""fLon"" : 118.69861, ""fLat"" : 23.61574 }, { ""fLon"" : 118.69175, ""fLat"" : 23.59698 }, { ""fLon"" : 118.68454, ""fLat"" : 23.578327 }, { ""fLon"" : 118.67698, ""fLat"" : 23.55979 }, { ""fLon"" : 118.669075, ""fLat"" : 23.541372 }, { ""fLon"" : 118.660805, ""fLat"" : 23.523085 }, { ""fLon"" : 118.6522, ""fLat"" : 23.50493 }, { ""fLon"" : 118.64324, ""fLat"" : 23.486912 }, { ""fLon"" : 118.63395, ""fLat"" : 23.469036 }, { ""fLon"" : 118.624306, ""fLat"" : 23.451311 }, { ""fLon"" : 118.61435, ""fLat"" : 23.43374 }, { ""fLon"" : 118.604034, ""fLat"" : 23.41633 }, { ""fLon"" : 118.59341, ""fLat"" : 23.399084 }, { ""fLon"" : 118.58245, ""fLat"" : 23.38201 }, { ""fLon"" : 118.57117, ""fLat"" : 23.36511 }, { ""fLon"" : 118.55957, ""fLat"" : 23.34839 }, { ""fLon"" : 118.54766, ""fLat"" : 23.33186 }, { ""fLon"" : 118.53542, ""fLat"" : 23.315523 }, { ""fLon"" : 118.522896, ""fLat"" : 23.29938 }, { ""fLon"" : 118.51004, ""fLat"" : 23.283438 }, { ""fLon"" : 118.496895, ""fLat"" : 23.267698 }, { ""fLon"" : 118.48345, ""fLat"" : 23.252176 }, { ""fLon"" : 118.46973, ""fLat"" : 23.236868 }, { ""fLon"" : 118.455696, ""fLat"" : 23.221783 }, { ""fLon"" : 118.4414, ""fLat"" : 23.20692 }, { ""fLon"" : 118.4268, ""fLat"" : 23.192287 }, { ""fLon"" : 118.41194, ""fLat"" : 23.17789 }, { ""fLon"" : 118.396805, ""fLat"" : 23.163733 }, { ""fLon"" : 118.38141, ""fLat"" : 23.14982 } ]"
,,,,,,,,,,"82.4",,"121",,,,,"16",,"1_3_1","15","[ { ""fLon"" : 118.23971, ""fLat"" : 24.091816 }, { ""fLon"" : 117.10096, ""fLat"" : 23.649792 }, { ""fLon"" : 117.09269, ""fLat"" : 23.668062 }, { ""fLon"" : 117.08477, ""fLat"" : 23.686462 }, { ""fLon"" : 117.07722, ""fLat"" : 23.704979 }, { ""fLon"" : 117.07, ""fLat"" : 23.723614 }, { ""fLon"" : 117.063156, ""fLat"" : 23.742355 }, { ""fLon"" : 117.056656, ""fLat"" : 23.761204 }, { ""fLon"" : 117.05052, ""fLat"" : 23.780151 }, { ""fLon"" : 117.04476, ""fLat"" : 23.799189 }, { ""fLon"" : 117.03936, ""fLat"" : 23.818314 }, { ""fLon"" : 117.03431, ""fLat"" : 23.837519 }, { ""fLon"" : 117.02965, ""fLat"" : 23.856798 }, { ""fLon"" : 117.02533, ""fLat"" : 23.876148 }, { ""fLon"" : 117.021416, ""fLat"" : 23.89556 }, { ""fLon"" : 117.01783, ""fLat"" : 23.915028 }, { ""fLon"" : 117.01465, ""fLat"" : 23.934547 }, { ""fLon"" : 117.01183, ""fLat"" : 23.954111 }, { ""fLon"" : 117.00938, ""fLat"" : 23.973715 }, { ""fLon"" : 117.00732, ""fLat"" : 23.993351 }, { ""fLon"" : 117.00562, ""fLat"" : 24.013012 }, { ""fLon"" : 117.004295, ""fLat"" : 24.032698 }, { ""fLon"" : 117.00336, ""fLat"" : 24.052395 }, { ""fLon"" : 117.00281, ""fLat"" : 24.072107 }, { ""fLon"" : 117.00262, ""fLat"" : 24.091818 }, { ""fLon"" : 117.00281, ""fLat"" : 24.111525 }, { ""fLon"" : 117.00336, ""fLat"" : 24.131224 }, { ""fLon"" : 117.004295, ""fLat"" : 24.150908 }, { ""fLon"" : 117.00562, ""fLat"" : 24.170572 }, { ""fLon"" : 117.00732, ""fLat"" : 24.190207 }, { ""fLon"" : 117.00938, ""fLat"" : 24.209808 }, { ""fLon"" : 117.01183, ""fLat"" : 24.229376 }, { ""fLon"" : 117.01465, ""fLat"" : 24.248892 }, { ""fLon"" : 117.01783, ""fLat"" : 24.26836 }, { ""fLon"" : 117.021416, ""fLat"" : 24.287771 }, { ""fLon"" : 117.02533, ""fLat"" : 24.307123 }, { ""fLon"" : 117.02965, ""fLat"" : 24.326403 }, { ""fLon"" : 117.03431, ""fLat"" : 24.345608 }, { ""fLon"" : 117.03936, ""fLat"" : 24.364735 }, { ""fLon"" : 117.04476, ""fLat"" : 24.383778 }, { ""fLon"" : 117.05052, ""fLat"" : 24.402725 }, { ""fLon"" : 117.056656, ""fLat"" : 24.421576 }, { ""fLon"" : 117.063156, ""fLat"" : 24.440327 }, { ""fLon"" : 117.07, ""fLat"" : 24.458963 }, { ""fLon"" : 117.07722, ""fLat"" : 24.477488 }, { ""fLon"" : 117.08477, ""fLat"" : 24.495893 }, { ""fLon"" : 117.09269, ""fLat"" : 24.514174 }, { ""fLon"" : 117.10096, ""fLat"" : 24.532322 }, { ""fLon"" : 117.109566, ""fLat"" : 24.550335 }, { ""fLon"" : 117.11851, ""fLat"" : 24.568201 }, { ""fLon"" : 117.1278, ""fLat"" : 24.585924 }, { ""fLon"" : 117.13744, ""fLat"" : 24.603495 }, { ""fLon"" : 117.147415, ""fLat"" : 24.620905 }, { ""fLon"" : 117.157715, ""fLat"" : 24.638153 }, { ""fLon"" : 117.16834, ""fLat"" : 24.655235 }, { ""fLon"" : 117.17931, ""fLat"" : 24.67214 }, { ""fLon"" : 117.19058, ""fLat"" : 24.688866 }, { ""fLon"" : 117.202194, ""fLat"" : 24.705412 }, { ""fLon"" : 117.2141, ""fLat"" : 24.721767 }, { ""fLon"" : 117.22633, ""fLat"" : 24.737928 }, { ""fLon"" : 117.23887, ""fLat"" : 24.753891 }, { ""fLon"" : 117.25172, ""fLat"" : 24.769655 }, { ""fLon"" : 117.26487, ""fLat"" : 24.785208 }, { ""fLon"" : 117.2783, ""fLat"" : 24.800549 }, { ""fLon"" : 117.29202, ""fLat"" : 24.81567 }, { ""fLon"" : 117.30607, ""fLat"" : 24.83057 }, { ""fLon"" : 117.32036, ""fLat"" : 24.845245 }, { ""fLon"" : 117.334946, ""fLat"" : 24.85969 }, { ""fLon"" : 117.34981, ""fLat"" : 24.873898 }, { ""fLon"" : 117.364944, ""fLat"" : 24.887873 }, { ""fLon"" : 117.38034, ""fLat"" : 24.901598 }, { ""fLon"" : 117.396, ""fLat"" : 24.91508 }, { ""fLon"" : 117.411934, ""fLat"" : 24.928305 }, { ""fLon"" : 117.42809, ""fLat"" : 24.941278 }, { ""fLon"" : 117.44452, ""fLat"" : 24.953993 }, { ""fLon"" : 117.46118, ""fLat"" : 24.966444 }, { ""fLon"" : 117.47808, ""fLat"" : 24.978626 }, { ""fLon"" : 117.49521, ""fLat"" : 24.990541 }, { ""fLon"" : 117.51256, ""fLat"" : 25.002182 }, { ""fLon"" : 117.530136, ""fLat"" : 25.013546 }, { ""fLon"" : 117.547935, ""fLat"" : 25.024626 }, { ""fLon"" : 117.56594, ""fLat"" : 25.035423 }, { ""fLon"" : 117.58415, ""fLat"" : 25.045937 }, { ""fLon"" : 117.602554, ""fLat"" : 25.056156 }, { ""fLon"" : 117.621155, ""fLat"" : 25.06608 }, { ""fLon"" : 117.63995, ""fLat"" : 25.075712 }, { ""fLon"" : 117.65893, ""fLat"" : 25.085045 }, { ""fLon"" : 117.67808, ""fLat"" : 25.094072 }, { ""fLon"" : 117.697395, ""fLat"" : 25.102797 }, { ""fLon"" : 117.71689, ""fLat"" : 25.111214 }, { ""fLon"" : 117.736534, ""fLat"" : 25.11932 }, { ""fLon"" : 117.756325, ""fLat"" : 25.127115 }, { ""fLon"" : 117.77628, ""fLat"" : 25.134596 }, { ""fLon"" : 117.796364, ""fLat"" : 25.141762 }, { ""fLon"" : 117.8166, ""fLat"" : 25.148603 }, { ""fLon"" : 117.83695, ""fLat"" : 25.15513 }, { ""fLon"" : 117.85743, ""fLat"" : 25.161331 }, { ""fLon"" : 117.87801, ""fLat"" : 25.167208 }, { ""fLon"" : 117.89872, ""fLat"" : 25.172756 }, { ""fLon"" : 117.919525, ""fLat"" : 25.17798 }, { ""fLon"" : 117.94043, ""fLat"" : 25.18287 }, { ""fLon"" : 117.961426, ""fLat"" : 25.187433 }, { ""fLon"" : 117.982506, ""fLat"" : 25.19166 }, { ""fLon"" : 118.00365, ""fLat"" : 25.195555 }, { ""fLon"" : 118.02489, ""fLat"" : 25.199118 }, { ""fLon"" : 118.04619, ""fLat"" : 25.202341 }, { ""fLon"" : 118.067535, ""fLat"" : 25.205227 }, { ""fLon"" : 118.08894, ""fLat"" : 25.207777 }, { ""fLon"" : 118.11039, ""fLat"" : 25.209988 }, { ""fLon"" : 118.13189, ""fLat"" : 25.211863 }, { ""fLon"" : 118.153404, ""fLat"" : 25.213396 }, { ""fLon"" : 118.174965, ""fLat"" : 25.214586 }, { ""fLon"" : 118.19653, ""fLat"" : 25.215439 }, { ""fLon"" : 118.21812, ""fLat"" : 25.21595 }, { ""fLon"" : 118.239716, ""fLat"" : 25.21612 }, { ""fLon"" : 118.2613, ""fLat"" : 25.21595 }, { ""fLon"" : 118.28288, ""fLat"" : 25.215439 }, { ""fLon"" : 118.30445, ""fLat"" : 25.214586 }, { ""fLon"" : 118.326004, ""fLat"" : 25.213396 }, { ""fLon"" : 118.347534, ""fLat"" : 25.211863 }, { ""fLon"" : 118.369026, ""fLat"" : 25.209988 } ]"
"Enum_ATT_1","yanshi-red","plane","76.76596","1.6615523","23.965633","117.52248","-0.28466916","0.00087577966","28.08124",,"1",,,"1","17",,,"[ { ""fRCS"" : 5 } ]","1_3_1",,
"Enum_ATT_2","test-B","plane","306.5274","1.6614851","24.092052","118.23936","-0.28487918","0.0008870679","27.770334",,"1",,,"1","15",,,"[ { ""fRCS"" : 5 } ]","1_3_1",,
,,,,,,,,,,"84",,,"1",,,"[ { ""PlatID"" : { ""$numberInt"" : ""15"" }, ""ATT"" : ""Enum_ATT_2"", ""fLon"" : 118.23936, ""fLat"" : 24.092052, ""fHeight"" : 1.6614851, ""fSpeed"" : 27.770334, ""DetectError"" : 74.74448 } ]","18",,"1_3_1",,
,,,,,,,,,,"84",,,"1",,,"[ { ""PlatID"" : { ""$numberInt"" : ""17"" }, ""ATT"" : ""Enum_ATT_1"", ""fLon"" : 117.52248, ""fLat"" : 23.965633, ""fHeight"" : 1.6615523, ""fSpeed"" : 28.08124, ""DetectError"" : 74.74448 } ]","16",,"1_3_1",,
